タイトル,あらすじ,ジャンル
グッモーエビアン！,元パンクバンドのギタリストで、17歳で母親になったアキと、しっかり者の女子中学生・ハツキは対照的だが、親友のように仲がよく、名古屋のアパートで二人暮らし。ある日、約２年間、海外放浪の旅をしていた自由人・ヤグが帰ってきた。２年ぶりの３人暮らしで、アキとヤグは楽しそう。でもやたらと絡んでくるヤグや、きちんと仕事をしないヤグを笑って許しているようなアキの態度に、ハツキはイライラしてしまう―。,ドラマ
蘇える金狼,「動く標的、撃ち落とせ！」 　「気をつけろよ、刺すような毒気がなけりゃ、男稼業もおしまいさ―」 昼は平凡なサラリーマン、しかし夜には組織へ反逆の牙を剥く一匹の狼へと変貌する主人公朝倉哲也。彼は鍛え上げられた肉体と天才的頭脳を武器に、自らの野望を果たすべく、悪の限りを尽して大企業や暴力団へ次々と挑んでいく。そしてついに掴んだ栄光の果てに彼が見たものは…。[俳優・監督セレクション],アクション
トリハダ ‐劇場版２‐,カルト的な人気を誇ったオムニバス・ドラマ「トリハダ〜夜ふかしのあなたにゾクッとする話を〜」を映画化した『トリハダ -劇場版-』から２年の月日を経て、“毎週出演映画が公開される”と話題の女優、石橋杏奈を主演に迎えて『トリハダ -劇場版２-』が完成！そして、足立梨花、佐津川愛美、入来茉里、大島麻衣、優希美青、白石隼也、前田公輝というフレッシュで多彩な顔ぶれが集まった。(C) 2014「トリハダ ‐劇場版２‐」製作委員会,ホラー
帰ってきた動物戦隊ジュウオウジャー　お命頂戴！地球王者決定戦,人間とジューマンが共に生きる星となった地球。それぞれ平穏な生活を送る大和達６人のもとにある日、地球王者を決定する武道大会の招待状が届く。真理夫の家で再会を果たしたセラ、レオ、操は人間とジューマンの友好を深めるという趣旨に賛同し、参加を決意。タスクとアムもまたペルルと共に応援に行くことに。一方その頃、大和は地球王者決定戦を主催するポカネ・ダニーロの黒い噂を耳にしたバドとともに、真相を探るため敵アジトを目指していた。そこで２人は衝撃の事実を知ることに……！（C）2017 東映AG・東映ビデオ・東映　（C）2016 テレビ朝日・東映AG・東映,アクション
夜明けの街で,「不倫するヤツなんて馬鹿だ」心の底から思っていた大手建設会社の課長・渡部和也。妻・有美子はどこへ出しても恥ずかしくない良妻賢母だ。だがある日、会社に派遣社員として入ってきた仲西秋葉とふとしたきっかけで一夜を共にすることに。 「不倫は快楽だけを求めているわけじゃないんだ」。自分の中に、まだときめく感情が残っていたことに新鮮な驚きを感じる渡部。横浜のホテルで一夜を過ごしたクリスマスイブ。白銀の中で迎えたバレンタインデー…。しかし、あるとき彼女から思いもよらぬ秘密を明かされる。 「もし私は殺人犯だとしても…私を愛せる？」二人の恋は思いもよらぬ方向へと進み始めた。 [文芸エロス],"ドラマ,サスペンス,ロマンス"
武士の家計簿,幕末から明治。激動の時代を知恵と愛で生き抜いたある家族がいた――。　　代々加賀藩の御算用者（経理係）である下級武士の猪山直之は、家業のそろばんの腕を磨き出世する。しかし、親戚付き合い、養育費、冠婚葬祭と、武家の慣習で出世の度に出費が増え、いつしか家計は火の車！一家の窮地に直之は、“家計立て直し計画”を宣言。家族一丸となって倹約生活を実行していく―。猪山家三世代にわたる親子の絆と家族愛を描いた物語。,ドラマ
遺留捜査スペシャル（2015年5月17日放送）,月島中央署の刑事・糸村聡（上川隆也）はひょんなことから、国土交通大臣・長峰泰造（石橋蓮司）の古希パーティーに出席することに。会場で出会った泰造の孫・光太（鈴木福）が持っている“黒いヒーローのフィギュア”に興味を示す。その矢先、事件が起きた！　光太がトイレに行ったまま、姿を消したのだ。懸命に行方を探す糸村、そして長峰家の運転手・一ノ瀬誠（北村有起哉）。だが、見つかったのは非情にも、光太を誘拐した旨を告げる手紙だった…。 (C)テレビ朝日・東映,サスペンス
もっともあぶない刑事,横浜港署の名物コンビ・タカ＆ユージの活躍を描いた人気刑事ドラマ「あぶない刑事」の劇場版第3作。 横浜・港署の最強刑事コンビをファッショナブルに演じるのは、もちろん舘ひろし＆柴田恭兵。監督は、スタイリッシュなアクションを撮らせては第一人者の村川透。,"ドラマ,サスペンス"
ゴジラ2000ミレニアム,"「ゴジラ」シリーズ第23作。北海道の根室にゴジラが上陸。町を破壊し姿を消すが、茨城県の東海村に再度上陸を果たす。一方、危機管理情報局により茨城県鹿島灘で発見された謎の岩塊が突然飛行を始め、ゴジラと対峙する。ゴジラが熱線を放射すると岩塊の中から巨大ＵＦＯが姿をあらわした…。初期のゴジラが持っていた不気味さをコンセプトに新たにデザインされたゴジラは、顔、背びれ、表皮が特徴的な凶暴な怪獣に変貌を遂げた。ストーリーもゴジラ、人間、UFOの3要素が絡み合い、ゴジラの普遍性と謎がさらに深まる仕上がりになっている。 (C)1999 TOHO PICTURES, INC. TM ＆ (C)1999 TOHO CO., LTD.",アクション
天国の本屋～恋火,大切な人を失ったあなたと、大切な人を残してきたあなたへ――― 竹内結子と玉山鉄二が共演したラブストーリー。 地方の書店から火がつき、その感動がじわじわと全国に広がり５０万部を突破するロング・ベストセラーとなった「天国の本屋」シリーズ。 その第１作「天国の本屋」と第3作「恋火」がひとつの映画になった。「その花火を見た二人は恋が成就する」という伝説をもつ花火と、そこに秘められていた恋をめぐり、天国と地上を交錯させながら、愛する人へ想いを伝えることの美しさと切なさを描く、心やさしい物語。,"ドラマ,ロマンス,ファンタジー"
魂萌え！,定年を迎えた夫と敏子の平穏な暮らしは、夫の急死によって一変する。波乱の幕開けは夫の葬儀の日、亡き夫の携帯にかかってきた見知らぬ女性からの電話。やがて露になる長く隠されていた夫の秘密、８年ぶりに突然現れ強引に遺産相続と同居を迫る長男、生まれて初めて深い喪失を味わう敏子の前に立ち現れる男たち…。＜映画作家＞(C)2007『魂萌え！』パートナーズ,ドラマ
里見八犬伝,「星よ、導きたまえ」 悪霊につかえ、不死身の妖怪となった玉梓は、かつて里見家に征伐された恨みを抱いて館山城に攻め入った。里見一族は虐殺され、静姫だけが生きのびる。その姫の前に仁・義・礼・智・忠・信・孝・悌の各字を刻んだ八つの霊玉を持った八剣士が集まる。妖怪軍団の巣窟へ攻め入り、激闘の中で一人一人命を失ってゆく八剣士の中、親兵衛と静姫は最後の力で玉梓に挑むのであった。[俳優・監督セレクション],"ロマンス,アクション,ドラマ"
