タイトル,あらすじ,ジャンル
シャーロック・ホームズ(吹替版),1891年、ロンドン。進歩する世界の中心地であり、あらゆる悪がはびこるこの街で、若い女性を狙う連続殺人が起きる。しかし、この街には、彼がいる。シャーロック・ホームズ、独自の探偵術を極めた男。超人的な観察力、記憶力、推理力、そして時には拳の力で真相を突き止める。Rating G (C) 2010 Warner Bros. Entertainment Inc. All rights reserved.,アクション
テッド (吹替版),時は1985年のクリスマス。８歳の男の子ジョン・ベネットは、両親からテディベアのぬいぐるみをプレゼントされる。近所の子どもたちから仲間はずれにされ友だちが一人もいないジョンは、ぬいぐるみをテッドと名づけて片時も離さずにいた。だけど……ジョンは星に願いをかけた。「テッドが本当にしゃべってくれたらいいのに……」 すると奇跡が起きた。何とテッドに命が宿り、「僕をハグして！」と、しゃべりかけてきたのだ。こうして、ジョンとテッドは、いつまでも仲良く一緒に暮らしたのだった……。それから27年の歳月が流れ、ジョンとテッドは今も一緒にいた。35歳になったジョンはレンタカー店員としてうだつの上がらない日々を送っている。,コメディー
Fight Club (字幕版),ブラッド･ピット×デイビッド･フィンチャー監督が放つ､常識を､価値観を破壊するエンターテイメントの傑作！,"サスペンス,ドラマ"
ザ・シークレットマン(吹替版),ある深夜、5人の男がワシントンD.C.の民主党本部に侵入。盗聴器を仕掛けようとしたところを逮捕された。事件の指揮を担当したFBI副長官フェルトは、背後にホワイトハウスの関係者がいると確信。例え相手が大統領であろうとも、捜査の手を緩める訳にはいかない。しかし長年FBIのトップに君臨したフーバー長官の急死後、長官代理に就任したグレイは、ホワイトハウスの意向を汲み捜査の早期終結を指示する。このままでは真実が闇に葬られてしまう。捜査を続行し、事件の全容を明らかにするため、フェルトは一世一代の賭けに出る。,"ドラマ,サスペンス"
ザ・シークレットマン(字幕版),ある深夜、5人の男がワシントンD.C.の民主党本部に侵入。盗聴器を仕掛けようとしたところを逮捕された。事件の指揮を担当したFBI副長官フェルトは、背後にホワイトハウスの関係者がいると確信。例え相手が大統領であろうとも、捜査の手を緩める訳にはいかない。しかし長年FBIのトップに君臨したフーバー長官の急死後、長官代理に就任したグレイは、ホワイトハウスの意向を汲み捜査の早期終結を指示する。このままでは真実が闇に葬られてしまう。捜査を続行し、事件の全容を明らかにするため、フェルトは一世一代の賭けに出る。,"ドラマ,サスペンス"
ダークナイト (字幕版),ゴッサム・シティーに、究極の悪が舞い降りた。ジョーカーと名乗り、不敵に笑うその男は、今日も銀行強盗の一味に紛れ込み、彼らを皆殺しにして、大金を奪った。しかし、それは彼が用意した悪のフルコースの、ほんの始まりに過ぎなかった…。 Rating G (C) 2008 Warner Bros. Entertainment Inc. All Rights Reserved. BATMAN and all related characters and elements are trademarks of and (C) DC Comics.,アクション
トランスポーター３ アンリミテッド(吹替版),プロの運び屋フランク・マーティンは、凶悪な依頼人・ジョンソンの仕事を断ると、襲われる。目が覚めると手首に“愛車から２０ｍ離れると爆死”という罠が仕掛けられ、強引に“赤い代物”を運ばされる。愛車には、同じ罠を仕掛けられた謎の美女の姿が。謎の組織の追跡をかわしながら、二人はマルセイユ、ミュンヘン、ブタペスト、そしてオデッサへ。この依頼に隠された世界規模の陰謀とは？次第に心を通わせていく二人の運命は？！（C） 2008 EUROPACORP - TF1 FILMS PRODUCTION - GRIVE PRODUCTIONS - APIPOULAÏ PROD,アクション
トランスポーター(吹替版),フランクはワケありの品を報酬と引換えに運ぶ、プロの運び屋＝トランスポーター。彼には自らに課した３つのルールがある。１）契約厳守２）名前は聞かない３）依頼品を開けない。ルールを１つでも破れば、＜死＞。ところが、あるデリバリーの途中、彼は依頼品を開けてしまう。そこで目にしたのは、ひとりの美しい女だった―。全編で繰り広げられる壮絶なカー･チェイスと銃撃戦！スリルとアクションがフル･スロットルで加速する！（C） 2002 EuropaCorp - TF1 Films Production. ALL RIGHTS RESERVED.,アクション
俺たちは天使じゃない (字幕版),どこか奇妙な二人の神父。実は、ひたすら笑っちゃう二人だった。ロバート・デニーロとショーン・ペンは聖職者なんかじゃなく、脱獄囚だったのだ。彼らの祈り事はただひとつ。聖職者になりすまし、警察の検問が張られた国境を越えて、安全なカナダに逃げることだ。ロバート・デニーロとショーン・ペンにデミ・ムーアが共演。デビッド・マメット脚本の巧妙なコメディ作品。囚人が逃げ出し、喜劇が始まる。これを見逃すのは”罪”なこと！,コメディー
ハミングバード（吹替版）,ロンドンの暗黒街で、絶望のどん底を這う男。彼の名はジョゼフ・スミス。かつては特殊部隊を率いる軍曹だったが、そこで犯した罪から逃れるため、家族や社会からも距離をおき、息をひそめて暮らしていた。ある日、唯一心を通わせた少女が拉致されたことで、彼の人生が大きく動き出す。彼女を救うために他人になりすまし、裏社会でのし上がっていくジョゼフ。しかし、少女の残酷な運命を知ったとき、彼の怒りは決壊、復讐の炎と化す。過去に犯した罪、そして自らの人生にも決着をつけるため、ジョゼフが最後に下した決断とは──?,"アクション,ドラマ"
